Label,Description
3," NEW YORK (Reuters) - Pfizer Inc. on Friday said its popular  Celebrex arthritis drug more than doubled the risk of heart  attack in a large cancer-prevention trial, a setback that comes  just weeks after Merck   Co. recalled its similar Vioxx drug  due to heart safety risks."
3,"US economic growth will slow to 3.5 percent in 2005 from 3.9 percent this year, generating average monthly gains in payrolls of about 175,000 jobs, according to President George W. Bush #39"
3,Fuel cell maker Ballard Power Systems Inc. on Friday said it exercised its right to call a 55 million Canadian dollar (\$44.6 million) investment from DaimlerChrysler AG and Ford Motor Co.
4,"The Zafi.d worm seems to have done its worst, security experts said Friday, but they urged users to remain on guard through the holidays for more seasonal shenanigans."
4,"NTT DoCoMo has successfully completed a high-speed packet transmission with 1GB/s data rate in the downlink using the 4G mobile communication radio access equipment, the company reports."
1,AP - The Bush administration released a new economic forecast for 2005 in which it boosted growth forecasts slightly from a year ago but cut back sharply on its estimates of new jobs.
2, TORONTO (Sports Network) - Former Toronto Blue Jays manager  Bobby Mattick has died after suffering a stroke. Mattick was  89.
1," BANJA LUKA, Bosnia (Reuters) -  Bosnian Serb Prime Minister  Dragan Mikerevic stepped down on Friday, refusing to enact  police and army reforms demanded by top peace overseer Paddy  Ashdown."
3,"United Airlines has begun reaching out to potential lenders for financing to leave bankruptcy, the company said on Friday. The UAL Corp."
4,"German police Thursday arrested five suspects and are seeking another in a phishing scam that took Postbank customers to the tune of 30,000 (\$40,184)."
2,"BLOOMINGTON, Ind. - Ben Roethlisbergers college coach is moving on to the Big Ten Conference. Terry Hoeppner, who spent the last 19 years at Miami (Ohio), was named as the new football coach at Indiana on Friday."
1,"KABUL, Afghanistan -- Since the US military expelled the Taliban three years ago, it has battled the regime's diehard fighters in the barren mountains and dusty wastes of southern Afghanistan. Now the United States is extending an olive branch to moderate elements of its shadowy foe."
3, CHICAGO (Reuters) - United Airlines &lt
3,Take-Two follows up bad news with a mediocre earnings report and uninspiring guidance.
3,Fool contributor Tim Beyers screens the market for underpriced stocks that give like Santa.
3," MOSCOW (Reuters) - Russia said on Friday it would go ahead  and sell Yuganskneftegaz, the main oil production unit of  YUKOS, despite a U.S. bankruptcy court order that seeks to halt  Sunday's auction for at least 10 days."
2,"33-year-old British Formula One pilot David Coulthard will stay in tournament next year as a driver for Red Bull Racing, the team has just confirmed."
2,"Vancouver, BC (Sports Network) - Vancouver Canucks forward Todd Bertuzzi is close to reaching a plea bargain in his assault case, according to the Vancouver Province."
4,"AP - A handmade dress worn by Destiny's Child, a poster signed by Jennifer Lopez and a guitar signed by Wyclef Jean are on sale in an MTV internet auction to raise money for hurricane victims in the Caribbean."
4,"NewsFactor - Anybody who is anybody in the Web-search realm -- and that list now includes Google, Yahoo (Nasdaq: YHOO), Ask Jeeves (Nasdaq: ASKJ) and Microsoft (Nasdaq: MSFT) -- is acting quickly to stake a claim on the most lucrative piece of real estate in the search world: personal computer users' desktops."
4,"NewsFactor - Measuring 3.6 x 1.9 x .9 inches and weighing in at 110 grams, the new Sony Ericsson Z500a smartphone from Cingular Wireless enables road warriors to add a variety of highly effective tools to their mobile arsenals. Included are high-speed access to e-mail and the Internet, as well as a push-to-talk capability for instantly contacting fellow workers."
1,"Canadian Press - TORONTO (CP) - John Turner's team of electoral observers will help Ukraine achieve a fair and honest outcome in its second attempt to elect a president, the former prime minister pledged Friday."
4,NewsFactor - Microsoft (Nasdaq: MSFT) has released a patch for a potentially serious configuration flaw in the firewall that ships with the company's Windows XP Service Pack 2.
4,"NewsFactor - IBM (NYSE: IBM) is rolling out a new version of WebSphere software, using radio frequency identification (RFID) technology and middleware targeting retail operations."
4,"Reuters - NASA's departing chief, Sean\O'Keefe, on Friday defended his decision to pursue a robotic\repair mission to the Hubble Space Telescope, days after a\panel of scientists said a shuttle mission would be better."
4,"Reuters - Violent storms lashed through northern\and eastern France on Friday, killing five people and forcing\officials to close a Christmas market and Paris tourist\attractions, such as an ice-skating rink on the Eiffel Tower."
3," NEW YORK (Reuters) - The dollar weakened against major  currencies on Friday in thin holiday-season volume, as traders  took profits after early-session gains."
1,"Higher than the Eiffel Tower, the Millau bridge is a triumph of engineering and imagination."
3,"MOSCOW, December 17 (Itar-Tass) -- Gazprom gas giant has applied to the Russian Federal Property Fund for taking part in the Yuganskneftegaz auction."
3,The Bush administration released a new economic forecast for 2005 in which it boosted growth forecasts slightly from a year ago but cut back sharply on its estimates of new jobs.
3,Nol Forgeard #39
4,"The turf battle for desktop search is heating up, with Microsoft, Google, Yahoo and now Ask Jeeves all fielding entries. Their strategies vary, but all hope to win the dominant position on personal computer users #39"
2,"Liverpool manager Rafael Benitez waries Bayern Leverkuzen, the tough and experienced team, who were 2001-02 Champions League finalist."
3,FASB stares down the tech lobby and mandates that employee stock options must be expensed.
3," NEW YORK (Reuters) - U.S. stocks cut some losses late  Friday afternoon as investors did some bargain hunting for drug  stocks, which were beaten down to relatively cheap prices after  a slew of negative reports earlier in the day."
3," NEW YORK (Reuters) - American Express said on Friday it  expects to record a fourth-quarter pre-tax charge of up to \$120  million and cut 2,000 jobs related to a restructuring of its  business travel unit and the sale of some overseas operations."
3, LONDON/NEW YORK (Reuters) - InterContinental Hotels Group  Plc &lt
3,"You can deduct all or part of the costs of your home PC, depending upon its use. But put on your thinking cap before you tackle this gnarly issue."
3,"Seaboard, a small agribusiness and transportation company, looks promising."
3,"Consumer prices calmed down in November, helped by smaller increases in energy and food. That means the Federal Reserve probably will continue raising interest rates only gradually to keep inflation under control."
3,"American Express Co. said Friday that it is eliminating about 2,000 jobs in a restructuring that will cost \$100 million to \$120 million in the fourth quarter before taxes, and is designed to save the financial "
2,"AP - Eight months ago, the New York Giants were patting themselves on the back after engineering a draft-day trade to get Eli Manning. No one seemed to care the Giants mortgaged the franchise in the deal with San Diego for the No. 1 overall pick."
4,Microsoft bought anti-spyware technology this week to protect its Internet Explorer browser from surging rivals like Mozilla #39
4,"com December 17, 2004, 11:40 AM PT. Microsoft is investigating reports of a new Internet Explorer flaw that puts people with the most secure version of Windows at risk of phishing attacks."
4,"According to JCN Network, NTT DoCoMo announced December 17 that it succeeded in achieving 1Gbps in downlink packet data transmission in a laboratory experiment using forth-generation (4G) mobile communication radio access equipment on August 20, 2004."
2,Port Elizabeth - England will definitely have been the more satisfied team to leave the field here at St George #39
2,WASHINGTON - Washington DC Council chairman Linda Cropp challenged Major League Baseball officials Thursday to extend the deadline for the city to approve a stadium financing package for a few months so the city can find private money to add to the deal.
2,Reuters - Tennessee Titans\quarterback Steve McNair will not play again this season\because of a bruised sternum that has bothered him throughout\the year. He is expected to undergo surgery.
2,"AP - Bobby Mattick, who managed the Toronto Blue Jays in 1980 and '81 and helped develop the talent that produced five division titles and two World Series championships, died at 89."
1,Cuba retaliated for the US diplomatic mission #39
2," VANCOUVER (Sports Network) - Vancouver Canucks forward Todd  Bertuzzi is close to reaching a plea bargain in his assault  case, according to the Vancouver Province."
4,"AP - Negotiators worked through the final day of a two-week U.N. conference Friday in search of a way to bring the United States back into long-term talks on controlling global warming. A key European official saw a ""50-50"" chance of compromise."
2," VIENNA (Reuters) - Austrian skier Hans Knauss, 33, has  tested positive for the anabolic steroid nandrolone."
1, BRUSSELS (Reuters) - The European Union and Turkey struck  an historic deal on Friday to start talks next year on  admitting the vast Muslim nation to the bloc after last-minute  haggling over Ankara's relationship with EU member Cyprus.
3,"Circuit City Stores posted a narrower quarterly loss from continuing operations on Friday but said the outlook was cautious for the current quarter, which includes the key holiday season."
3,"Fannie Mae, the giant mortgage finance company, will probably not face major business disruptions from the \$9 billion write-off that federal regulators are requiring it to take, analysts and investors said yesterday."
3,"Shareholders in French theme park operator Euro Disney (EDLP.PA: Quote, Profile, Research) on Friday backed plans for a capital increase of at least 250 million euros as part of a crucial restructuring effort."
4,"Microsoft announced today that it had bought New York software company Giant Company Software, which produces a robust anti-spyware tool."
4,A vulnerability researcher posted details of a dangerous Internet Explorer (IE) flaw on Thursday that allows phishers to spoof Web sites more realistically than ever before.
4,which spreads through e-mail that appears to contain a holiday greeting -- infected as many as 10 percent of all e-mail traffic at one point this week.
2,"VAL GARDENA, Italy (CP) - Michael Walchhofer and the Austrian  quot"
2,Rafael Benitez says he is happy Liverpool have avoided an Italian team after being drawn to play Bayer Leverkusen in the Champions League.
1,"BANDA ACEH, Indonesia -- After the devastation wreaked by the seas, a deluge from the skies deepened the misery for tsunami-stricken areas yesterday, triggering flash floods in Sri Lanka that sent evacuees fleeing and increasing the threat of deadly disease as survivors shivered in relief centers. The death toll was likely to hit 150,000."
2,The Chicago White Sox claimed right-hander Bobby Jenks off waivers from Anaheim on Friday and designated righty Eduardo Villacis for assignment.
2,"IF THE District of Columbia were conducting an abstract debate over whether sports stadiums should be built with as much private financing as possible, we #39"
1,"KABUL (BBC) -- Afghan troops have stormed the main jail in the capital, Kabul, after an escape bid by inmates escalated into a day-long siege that left several dead."
4,"Scientists said the launch of NASA's Deep Impact mission has been delayed until at least January 12. The mission's goal is to smash a spacecraft into a comet on July 4, 2005."
4,"For the next few weeks sky-watchers can spot Mercury, Venus, Mars, Jupiter, and Saturn in the same nighttime sky. The planets won't be visible together to the naked eye again until 2016."
3,(SINGAPORE) Dutch electronics giant Philips said on Thursday it will sell its OEM monitor business and part of its flat-screen TV operations to Taiwan #39
4,"Having been plagued with e-bugs, Bill and the Boyz say theyll use intellectual property and technology assets from the acquisition to provide Microsoft Windows customers with new tools to help protect them from the threat of spyware, and other "
4,NASA (news - web sites) #39
3,"SANTA ROSA, Calif. -- World stock markets may rise in January, lifted by flows into mutual funds that are poised to match the record pace set at the beginning of this year, according to Charles Biderman, president of TrimTabs Investment Research."
3,"Italian dairy giant Parmalat SPA owes nearly \$26 billion to creditors including many big international banks, a judge ruled Friday in a decision that will affect who will become a shareholder in the reorganized company."
4,"To help users find media files of all kinds, Yahoo and Blinkx this week went live with video search tools, adding to a cluster of services that includes the SingingFish streaming media offering."
2,Jenks was the Angels #39
1,"GAZA CITY, GAZA STRIP - Six Palestinians were killed when Israeli troops raided a Gaza refugee camp on Friday in retaliation for militant attacks on a Jewish settlement in the past week."
4,Links to this week's topics from search engine forums across the web: Live from SES Chicago 2004 - White Hat/black Hat SEO Panel - So Now You Can Search Videos - Google Wins Major Legal Victory vs. Geico - Google Suggest Beta - The Dark Side of Exchanging Reciprocal Links
4,"Shopping Cart Search Engine Optimization\\I had a few interesting conversations about shopping carts last week.  (Note to Yahoo, anyone who has two interesting conversations about shopping carts in the same seven-day period needs better online entertainment options. Please step up the pace.)  Actually, shopping carts are fairly interesting, ..."
3,"NEW YORK -- Wall Street's fourth-quarter rally gave stock mutual funds a solid performance for 2004, with small-cap equity funds and real estate funds scoring some of the biggest returns. Large-cap growth equities and technology-focused funds had the slimmest gains."
3,"If coffee chains used better chocolate, Lawrence Meyers argues, they'd sell more coffee."
3," NEW YORK (Reuters) - U.S. stocks closed lower on Friday,  weighed down by a number of negative reports from top drug  makers, including Pfizer Inc. &lt"
3," CHICAGO (Reuters) - United Airlines has begun reaching out  to potential lenders with its revamped business plan for  financing to leave bankruptcy, the company said on Friday."
3,United States drug giant Pfizer says a trial has found a sharp rise in heart attacks for patients using its blockbuster Celebrex arthritis and pain medicine.
3,"Two-thirds of Food and Drug Administration scientists surveyed two years ago lacked confidence that the FDA adequately monitors the safety of prescription drugs, a report released Thursday shows."
3,"InterContinental Hotels Group Plc (IHG.L: Quote, Profile, Research) said on Friday it was selling 13 hotels to Hospitality Properties Trust (HPT."
2,"AP - The Miami Dolphins will put their courtship of LSU coach Nick Saban on hold to comply with the NFL's hiring policy by interviewing a minority candidate, a team source told The Associated Press on Friday."
2,AP - Tennessee quarterback Steve McNair will miss the final three games of the season and undergo surgery to strengthen the bruised sternum that has plagued him most of the year.
4,It #39
2,"Reuters - The Toronto\Raptors have traded All-Star swingman Vince Carter to the New\Jersey Nets in exchange for center Alonzo Mourning, forward\Eric Williams, center/forward Aaron Williams and two first-\round draft picks."
1,"AFP - European stock exchanges retreated, weighed down by end-of-the-year profit-taking and amid concern over possible interest rate hikes in the United States."
1,"Prime Minister Ariel Sharon struck a deal with the opposition Labor Party tonight to join his Likud government, which is likely to insure that Mr."
2," EAST RUTHERFORD, N.J. (Sports Network) - The Toronto  Raptors have traded All-Star swingman Vince Carter to the New  Jersey Nets in exchange for center Alonzo Mourning, forward  Eric Williams, center/forward Aaron Williams and two first-  round draft picks."
1,"AP - Sen. Patrick Leahy, contending a judicial panel has weakened ethics rules for judges who accept corporate-sponsored trips, said Friday he plans to reintroduce legislation to define standards."
1,AP - Making big splurges this holiday season? The IRS released tax tables Friday to help taxpayers calculate whether they would benefit from a new sales tax deduction.
1," GAZA (Reuters) - An Israeli helicopter fired a missile at  an unknown target in Gaza City on Friday, witnesses said, hours  after troops killed eight Palestinians in southern Gaza. There  were no immediate reports of casualties."
2," VIENNA (Reuters) - Hans Knauss, one of the best known and  most experienced Austrian skiers, has tested positive for the  anabolic steroid nandrolone."
1,Cuba puts up photos of abused Iraqi prisoners in front of the US mission in a row over a US Christmas display.
2,"AP - Julius Hodge drove to the basket and scored, then turned to run back on defense. On the way, for a brief moment, he held the Heisman Trophy pose. It was the North Carolina State guard's not-so-subtle way of letting everyone know where he thinks he ranks among the elite players in the country  #151"
3, NEW YORK (Reuters) - Oil prices surged 5 percent on Friday  as frigid weather lingered in the mammoth U.S. Northeast  heating oil market and militant Osama bin Laden urged renewed  attacks on Middle East oil installations.
3, NEW YORK (Reuters) - American Express &lt
3,"Russia is set to go ahead with a sale of the main production asset of Yukos, the countrys embattled oil company, despite an injunction issued late yesterday by a US court."
3,Oil prices surged 5 percent on Friday as frigid weather lingered in the mammoth US Northeast heating oil market and militant Osama bin Laden urged renewed attacks on Middle East oil installations.
3,"Two-thirds of scientists working for the US medicines regulator have expressed a lack of confidence in the federal safety monitoring of prescription drugs, according to documents disclosed by two lobby groups."
3,"American Express (AXP.N: Quote, Profile, Research) on Friday said it expects to record a fourth-quarter pretax charge of up to \$120 million and cut 2,000 jobs related primarily to a restructuring of its business travel unit and the "
3,"The United States will enjoy solid growth, low inflation and falling unemployment next year, the White House said on Friday in its official economic forecast that would normally not be released until February."
3,SEATTLE - Abu Dhabi #39
3,The recent wave of mergers spread into the e-commerce space today when auction giant eBay said it would acquire Rent.com for US\$415 million in cash and stock.
4,"Hewlett-Packard has decided to end their efforts on active development of the Itanium chip, which is in the making for a decade now."
1,AP - Drug manufacturer AstraZeneca PLC announced Friday that trials of its new lung cancer drug found it didn't help patients live longer. Its shares dropped more than 8 percent.
2,"AP - The Atlanta Falcons and Indianapolis Colts will begin the preseason Aug. 6 in the American Bowl in Tokyo, the record 12th time an NFL game will be played in the city."
2,"AP - The Cleveland Browns' offense was pretty awful last weekend, just not quite as awful as everyone thought."
2,McLaren discard David Coulthard has signed a one-year deal to race with the new Red Bull Racing team in the 2005 Formula One season.
2,"MADRID, Dec 17 (SW) - Real Madrid striker Fernando Morientes has expressed his desire to join English Premier League side Liverpool during the winter transfer window after limited playing time with the Galacticos this season."
2,"TORONTO Dec 17, 2004 - Bobby Mattick, who managed the Toronto Blue Jays in 1980 and  #39"
1,Cuba has erected several huge billboards near the US mission with pictures of abused Iraqi prisoners and American soldiers pointing a rifle at children.
1,"GENEVA, DECEMBER 17: The United Nations said on Thursday a secret listening device had been found in a posh meeting room of its European headquarters in Geneva."
1,JAKARTA - INDONESIAN authorities have launched a nationwide security clampdown after warnings by several countries that terrorists are preparing to strike again in the run-up to Christmas.
4,"Reuters - Digital cameras led retail price\declines in U.S. consumer electronics in October, as\manufacturers looked to clear out older models ahead of the\holiday shopping season, according to an industry study\prepared for Reuters."
4,"BusinessWeek Online - In the world of big-time telecom, the Baby Bells have been hogging the spotlight as they bulk up to compete against an onslaught of new technology -- and their arch-rivals, the cable companies. For competitors hovering outside the Bells' territory, that sends a stark message: Team up or get smashed. Sprint Corp.  and Nextel Communications Inc.  chose the former, announcing on Dec. 15 a  #36"
4,"BusinessWeek Online - It's a cash bundle that would have made Howard Hughes blush: As U.S. multinationals such as IBM  and Pfizer Inc. (PFZ) have extended their reach across the globe, they've built up a mountain of profits earned abroad -- as much as  #36"
4,"Reuters - Governors of 20 U.S. states must\slash levels of tiny particles spewed by power plants, cars and\other sources by 2010, the Environmental Protection Agency\(EPA) said on Friday."
2,Tennessee quarterback Steve McNair will miss the final three games of the season and undergo surgery to strengthen the bruised sternum that has plagued him most of the year.
2,"Bobby Mattick, who managed the Toronto Blue Jays in 1980 and '81 and helped produce two World Series championships, dies at 89."
2,The Dolphins will put their courtship of LSU coach Nick Saban on hold to comply with the NFL's hiring policy by interviewing a minority candidate.
4," NEW YORK (Reuters) - Digital cameras led retail price  declines in U.S. consumer electronics in October, as  manufacturers looked to clear out older models ahead of the  holiday shopping season, according to an industry study  prepared for Reuters."
4, SAN FRANCISCO (Reuters) - Apple Computer Inc. &lt
3," NEW YORK (Reuters) - Pfizer Inc. on Friday said its popular  Celebrex arthritis drug more than doubled the risk of heart  attack in a large cancer-prevention trial, a setback that comes  just weeks after Merck   Co. recalled its similar Vioxx drug  due to heart safety risks."
3," NEW YORK (Reuters) - The dollar retreated against major  currencies on Friday in thin holiday-season volume, as traders  took profits after early-session gains."
4,Also: Nasa's Mars rovers--'biggest breakthrough' in science in 2004. News.com Extra
4,"Internet search providers are reacting to users' rising interest in finding video content on the Web, while acknowledging that there are steep challenges that need to be overcome."
4,"Experts agree: 2004 was the best of times, and the worst of times for those concerned about IT security. It was a year with high-profile arrests of virus authors, and the explosion of online crimes, from cyberextortion to identity theft, a year in which ISPs (Internet service providers) won millions in damages from spammers, and spam messages increased by 40 percent."
3,It #39
3,"Pilots at United Airlines face a 15 percent pay cut, their second double-digit wage reduction in two years, and will not further resist the company #39"
4,Description: Illinois Gov. Rod Blagojevich is backing state legislation that would ban sales or rentals of video games with graphic sexual or violent content to children under 18.
2,"AP - Vikings cornerback Antoine Winfield will miss his second straight game with a high ankle sprain, sitting out Sunday's contest against Detroit."
2,"BATON ROUGE, La. A top LSU official says the school will do what it can to keep football coach Nick Saban from leaving for the Miami Dolphins."
2,The New Jersey Nets have acquired Vince Carter from the Toronto Raptors in a megadeal being reported by the New York Daily News and several web and broadcast outlets.
2,"AP - Second-year UCLA coach Karl Dorrell's contract was extended for two years Friday, putting him under contract with the school through the 2010 season."
3,"I was taking Vioxx for my arthritis, and then it was pulled from the market. So I switched to Celebrex. Now, I understand that Celebrex also may cause heart problems?"
3,"Exelon Corp. is close to a deal to buy New Jersey-based electric utility Public Service Enterprise Group (PSEG), people familiar with the talks say."
3,"MetLife Inc., one of the nation #39"
3,"United Airlines has begun reaching out to potential lenders with its revamped business plan for financing to leave bankruptcy, the company said on Friday."
4,Networking giant Cisco Systems Inc. have announced plans to open a new research and development center in Tokyo next year. The company will invest a cool \$12 million in the project over five years.
4,"The Zafi.d worm seems to have done its worst, security experts say, but they urged users to remain on guard through the holidays for more seasonal shenanigans."
4,"Yankee Group senior analyst Zeus Kerravala said that although it may take some time, it is likely that blade servers will eventually replace all parts of the software stack because of their time-to-market, cost and scalability advantages."
4,"Global Web portal Yahoo! Inc. Wednesday night made available a beta version of a new search service for videos. Called Yahoo! Video Search, the search engine crawls the Web for different types of media files "
2,"The Atlanta Falcons and Indianapolis Colts will begin the preseason Aug. 6 in the American Bowl in Tokyo, the record 12th time an NFL game will be played in the city."
2,"Rams quarterback Marc Bulger still has soreness in his sprained right shoulder, making it unlikely that he will play Sunday against Arizona."
2,"Yeah, yeah.... it #39"
3,"WASHINGTON -- Despite soaring oil prices and a slumping dollar, the United States enjoyed a banner year in terms of economic growth in 2004, but the new year is likely to see a significant slowdown, private economists say."
3,"NEW YORK -- If you're having some regrets about how you've been handling your financial life, take heart: You can resolve to make a fresh start in the new year."
1,At least six people - four prison guards and two prisoners - when Al Qaeda prisoners attempted a break out of Kabul #39
3," NEW YORK (Reuters) - U.S. stocks closed lower on Friday  amid heavy trading volume, as a slew of negative reports from  top drug makers and a more than \$2 a barrel increase in oil  prices weighed on the market."
2," INDIANAPOLIS, Ind. (Sports Network) - The Toronto Raptors  have traded All-Star swingman Vince Carter to the New Jersey  Nets in exchange for center Alonzo Mourning, forward Eric  Williams, center/forward Aaron Williams and two conditional  first-round draft picks. The trade cannot be announced until  the NBA approves it for salary-cap purposes."
2, NEW YORK (Sports Network) - The New York Mets on Friday  claimed outfielder Ron Calloway off waivers from the Washington  Nationals.
3,"Concerns that Celebrex may increase the risk of heart attack could keep what is still a relatively safe medication away from patients who suffer from arthritis and other painful ailments, some doctors say."
3,Hospitality Properties Trust is purchasing 13 hotels for 450 million dollars from InterContinental Hotels Group. Newton-based Hospitality has also signed 25-year 
3,"The union representing US Airways baggage handlers hopes to find cost cuts without losing 4,000 jobs to outsourcing, the Pittsburgh Post-Gazette reported."
4,(Article Central) Apple has quietly updated its iPod software to prevent songs purchased on RealNetworks #39
2,"JOS MOURINHO, the Chelsea manager, is full of bravado but when, on Thursday night, he stated that he wanted to meet Barcelona in the last 16 of the European Cup, he was not bluffing."
2,"Los Angeles, CA (Sports Network) - Karl Dorrell, head football coach at UCLA, agreed to a two-year contract extension Friday that will keep him at the school through the 2010 season."
1,"For Kofi Annan, the widely respected secretary-general of the United Nations (UN), these are no easy times. He has for some weeks now been under intense pressure from the United States Congress to resign for "
3,"HOUSTON -- It was one of the more spectacular corporate bankruptcies ever: Enron Corp. , once the seventh-largest company in the country, felled by intricate and illegal accounting tricks."
1,"Lawmakers in divided Ivory Coast have approved a key reform measure, easing eligibility requirements for the presidency as part of efforts to move the stalled peace process forward."
2,"Broncos quarterback Jake Plummer is fined \$5,000 by the NFL for making an obscene gesture during last week's game against Miami."
4,Security firms are warning about a Windows virus disguising itself as an electronic Christmas card. The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail.
3,"Happy New Year, all you investors with an eye for numerology. According to a popular financial folk tale, there's no need to worry much about Federal Reserve policy or corporate earnings growth in 2005. The stock market, and stock mutual funds, will do just fine because they always prosper in years that end with a five."
3," NEW YORK (Reuters) - A New York stockbroker was indicted on  Friday on charges of stealing more than \$4.1 million from three  Wall Street firms, prosecutors said."
2,"LONDON, DECEMBER 17: Chelsea manager Jose Mourinho got the draw he desired when the English league leaders were paired with Ronaldinhos Barcelona in the first knockout round of the Champions League."
2,"Val Gardena, Italy (Friday, December 17, 2004) - Michael Walchhofer led Austrians to fill the podium in today #39"
2,"Coaches: Tubby Smith (197-53, eighth season"
3, NEW YORK (Reuters) - U.S. Treasuries prices limped to a  second session of losses on Friday as technical selling weighed  on a thin and weary year-end market.
1,"HAVANA - Cuba on Friday put up two large billboards in front of the US mission in Havana showing photos of abused Iraqi prisoners, in retaliation for a contentious Christmas display set up by American officials."
1,"RIYADH - Anti-regime demonstrations called for yesterday by a dissident group were thwarted as Saudi security forces, deployed en masse in Riyadh and Jeddah, detained 14 people."
3,"Boston entrepreneur Philip Guarino once thought that running a small enterprise would be a piece of cake. ''Having an MBA, I didn't think I'd need any direction,"" he said."
3,"The FDA says that although its decision is to not ban the drug, that possibilty is not ruled out. NEW YORK (CNN/Money) - The US Food and Drug Administration decided Friday not to recall Celebrex but it has not ruled out the possibility."
3,NEW YORK (AFP) - Global crude prices boiled over on fear of tight US winter fuel supplies and because of a tape apparently by Osama bin Laden calling for attacks on Gulf oil supplies.
3,"If you catch a cold or get the flu this winter, be very careful if you take more than one medication to ease your symptoms. The two drugs could share ingredients that could pose a danger "
4,"If you get a holiday greeting e-mailed to you, be careful to check where it #39"
4,A decision on suspending the EU's sanctions against Microsoft is expected next week.
3,NEW YORK - Crude oil futures gained more than \$2 US a barrel Friday as slumping inventories and frigid forecasts pushed oil to its highest level of the month.
3,"Jack M. Wilson became president of the University of Massachusetts system in March, overseeing five campuses and 60,000 students. Among his goals: making UMass a driver of the state economy. He spoke with Globe staff reporter Robert Gavin about the school's role in economic development."
4,Online payment service  PayPal is offering its users antifraud and antispam tools from security vendor Cloudmark.
4,"Bob Muglia, senior vice president of the Windows Server division at Microsoft, said in an interview that he thinks the ability to configure Windows system images for various types of servers will be ""the heart and soul"" of the Longhorn upgrade due in 2007."
4,(Article Central) Search giant Google announced on Tuesday that the libraries of five of the world #39
4,Yesterday Illinois Gov. Rod Blagojevich proposed a state law that would ban the selling and rental of violent and or sexually explicit video games to Children under the age of 18.
2,"The driver line-up for the 2005 Formula One season is beginning to take shape with only six seats still available. Two teams, Williams and Red Bull Racing, each have one seat open, while both Jordan and Minardi "
2,Leaders Olympique Lyon earned the title of Ligue 1 winter champions for the first time as a 1-1 draw at home to Olympique Marseille on Friday left them unbeaten 
4,Sun Microsystems previously offered the server software for its Sun Ray thin-client devices on Solaris systems only. But the company is adding support for Linux servers as part of an upgrade that also includes technology designed to make it easier to use the thin clients remotely.
4,Siebel Systems Inc. will acquire eDocs Inc. for \$115 million to help customers reduce call center and billing costs.
4,Two Michigan men were sentenced to serve time in federal prison for conspiring to hack into the IT systems of Lowe's Companies Inc. and stealing customer credit card information.
4,"Using advanced ""nanopatterning"" techniques, IBM researchers plan to build 100TB tape storage devices."
4,EBay is taking a stake in the online apartment rentals market by acquiring Rent.com for \$415 million.
4,Microsoft solicits PeopleSoft customers with offers of cheaper and better technology just days after Oracle purchases the company.
4,"Local Search Guide Backed By Yellow Pages Association, Kelsey Group, and SEMPO\\With local search - providing online information on businesses located in a community - as the catalyst, Internet Yellow Pages and Search Engine companies are joining forces at a rapid rate. To provide a central resource that captures these ..."
3,"MOSCOW - Russian police staged a new raid at the office of Yukos and questioned a company executive, Interfax news agency quoted the general prosecutor #39"
3,"A key index of German business confidence surged to eight-month high in December, the Munich-based Ifo economic research institute reported Friday."
1,"AP - American troops face sporadic but cunning resistance from insurgents as they sweep the city of Fallujah more than a month after U.S. and Iraqi forces invaded the militants' stronghold, U.S. officials said Friday."
2,"Chelsea, whose coach, Jos Mourinho, led Porto to the Champions League title in May, was drawn on Friday to meet Barcelona in the final 16 of the current competition."
2,"CBC SPORTS ONLINE - Vince Carter will be showing off his basketball moves on a court in New Jersey soon, according to one report. The Toronto Raptors superstar is headed to the Nets in exchange for Alonzo "
2,Chicago White Sox: The White Sox claimed right-hander Bobby Jenks off waivers from Anaheim on Friday and designated righty Eduardo Villacis for assignment.
2,"IN WHAT transpired to be his final programme notes, Joe Kinnear insisted that he would do everything to make this Christmas a happy one for Nottingham Forest supporters."
2,The Broncos announced Friday morning that the veteran defensive tackle would miss the rest of the 2004 season with a herniated disc in his lower back.
2,"LOS ANGELES UCLA football coach Karl Dorrell has been given a two-year extension, putting him under contract with the Bruins through the 2010 season."
1,AP - Former President Nelson Mandela and his foundation won an injunction Friday prohibiting a South African company from importing or selling gold coins bearing his name and image.
1,"ABUJA, Nigeria Huge quantities of arms and ammunition have poured into Sudan #39"
2,"AP - With the NHL closed for business, minor league hockey is thriving. Attendance is up and some players with NHL experience welcome the playing time in the minors. Ten of the American Hockey League's top 13 scorers were on NHL rosters a year ago."
2,"AP - Brett Elliott wanted to play football so much, he left Utah for Division III Linfield and a chance to spend his senior season on the field."
2,Edgar Renteria passes a physical and signs a four-year contract with the Boston Red Sox on Friday.
3,"Q: I have a colleague in another department who is extremely pushy and rude toward me . Not only can she can be very short and abrasive, but I'm afraid she's not even aware that she's talking down to me. We work together -- I do not work for her. How can I address this problem of disrespect before it ..."
2,"AP - Tim Hudson was a high school junior in 1991 when John Smoltz pitched the Atlanta Braves to their first division title in nine years. Now that he will join Smoltz in the Atlanta rotation, Hudson hopes to help the Braves finish atop the division for an unprecedented 14th straight season."
2,"AP - Ray Whitney scored for the second straight game and added an assist, helping the World Stars rebound from a lopsided loss and beat Swedish champion HV71 5-1 on Friday."
