"Label;Description";;;;;;;;;
"1,""U.S. Seeks to Deport Accused Nazi Demjanjuk (Reuters)"",""Reuters - The U.S. government said on Friday\it had asked an immigration judge to deport John Demjanjuk, a\Ukrainian immigrant and retired auto-worker who is accused of\working as a guard at several Nazi camps.""";;;;;;;;;
"4,""IE #39";;;;;;;;;
"4,""Search Spotlight Pans to Video"",""After years of taking a back seat to easier-to-crawl HTML pages, multimedia files are beginning to gain respect among search engines.""";;;;;;;;;
"2,""D.C. Officials to Work on Baseball Deal (AP)"",""AP - Two prominent politicians who will have a significant say in whether the Expos move to the nation's capital plan to meet Monday to try to save the suddenly wobbly deal.""";;;;;;;;;
"1,""Russia Rejects U.S. Injunction Over Yukos (AP)"",""AP - Russia is vowing to proceed with an auction of oil giant Yukos' key production subsidiary, saying a U.S. court ban is irrelevant. But the expected winner of Sunday's auction, the state-run Russian gas company Gazprom, may not be able to pay after a consortium of Western banks reportedly put on hold billions of dollars in credit it needs to fund its bid.""";;;;;;;;;
"2,""Day One: Eng take the edge"",""With the first day of the opening battle between South Africa done and dusted, we look at some crucial moments of the first day #39";;;;;;;;;
"2,""Mariners sign Beltre"",""After finishing at the bottom of the AL West and winding up last in the league in runs and homers, the Mariners reached agreement with Beltre on a \$64 million, five-year deal Thursday, The Associated Press learned.""";;;;;;;;;
"1,""Annan says UN is doing its job in Iraq"",""WASHINGTON - UN Secretary General Kofi Annan said Thursday that the world body is doing its job in Iraq in preparation for the Jan 30 elections.""";;;;;;;;;
"1,""Four killed, several injured in storm lashing western, northern &lt";;;;;;;;;
"1,""Japanese Princess Postpones Engagement (AP)"",""AP - Princess Sayako, the only daughter of Japan's Emperor Akihito and Empress Michiko, on Saturday postponed the announcement of her engagement due to the death of her great-aunt, an official said.""";;;;;;;;;
"1,""Edmonton police find missing teen with fetal alcohol syndrome (Canadian Press)"",""Canadian Press - EDMONTON (CP) - A 14-year-old boy with fetal alcohol syndrome who disappeared when he was allowed to go unsupervised to West Edmonton Mall was found Friday.""";;;;;;;;;
"2,""Miss. Aware of Past Orgeron Bad Behavior (AP)"",""AP - New Mississippi coach Ed Orgeron was charged with repeated domestic violence more than a decade ago when he was an assistant at Miami, according to records obtained Friday by The Associated Press.""";;;;;;;;;
"1,""GOP Senators Spring to Defend Rumsfeld (AP)"",""AP - The Senate's top two Republicans voiced support for Donald Rumsfeld on Friday as allies of the defense secretary sought to outflank increasingly vocal GOP critics in and out of Congress.""";;;;;;;;;
"1,""US writes off \$4.1bn in Iraq debt"",""The US cancels all the debt owed to it by Iraq and calls on other countries to do the same.""";;;;;;;;;
"1,""TV station put on US terror list"",""The United States bans Hezbollah's al-Manar television station, saying it incites violence in the Middle East.""";;;;;;;;;
"3,""Symantec shares slide on news of Veritas buy"",""Symantec moved a step closer to joining the ranks of the leading broad-based corporate software sellers yesterday as it announced a \$12.5bn all-stock agreement to buy storage and data back-up company Veritas.""";;;;;;;;;
"3,""Nice flat Mr Murdoch, yours for \$44m"",""The lavish apartment is, says Kirk Henckels - who finds the super-rich their homes in Manhattan -  quot";;;;;;;;;
"3,""Banks Scrutinize Their Accounting"",""The nation #39";;;;;;;;;
"4,""Cisco to open R amp";;;;;;;;;
"4,""European Craft  #39";;;;;;;;;
"4,""Week in review: The urge to merge"",""A corporate holiday shopping spree on steroids this week yielded three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.""";;;;;;;;;
"2,""Coulthard signs for Red Bull team"",""The deal, thought to be worth 2 million, could prove more lucrative if Coulthard hits performance targets. That, however, is a big  quot";;;;;;;;;
"2,""Seattle lands big prize in Beltre";;;;;;;;;
"2,""Mannings troubles amplified by Big Ben comparison"",""As if things werent going bad enough for Eli Manning, he got to hear all last week about how well fellow rookie Ben Roethlisberger was faring for the Steelers.""";;;;;;;;;
"1,""State vows to destroy killer shark"",""Authorities said they would kill the shark that tore apart a young surfer near an Australian beach as his friends tried to save him by beating the fish with oars.""";;;;;;;;;
"1,""Australia defends law against terrorism"",""JAKARTA: Australia defended a controversial maritime anti-terror plan on Friday after harsh words from neighbouring Indonesia that it breached international law and Jakartas sovereignty over its own waters.""";;;;;;;;;
"1,""Rights group slams Iraqi trials"",""Saddam Hussein #39";;;;;;;;;
"1,""U.S., Europe at Odds on Emissions Controls"",""Negotiators worked into the final night of a two-week U.N. conference Friday in search of a way to bring the United States back into long-term talks on controlling global warming. Argentine organizers said they were optimistic about a compromise.""";;;;;;;;;
"1,""Ex-Soldiers Agree to Leave Aristide Estate"",""Brazilian peacekeepers forced their way into a compound seized by former soldiers who ousted President Jean-Bertrand Aristide and said they had reached an agreement for the rebels to leave the premises unarmed.""";;;;;;;;;
"3,""Eye On Stocks For Monday, Dec. 20"",""NEW YORK - On. Dec. 17, the US Food and Drug Administration released a statement relating to Pfizer #39";;;;;;;;;
"3,""UPDATE 2-Investment firm Lazard files for \$850 mln IPO"",""Private investment bank Lazard Ltd filed with US regulators on Friday to raise as much as \$850 million in an initial public offering """;;;;;;;;;
"3,"" #39";;;;;;;;;
"3,""DaimlerChrysler Sued Over Car Seat Injury (Reuters)"",""Reuters - DaimlerChrysler AG  (DCXGn.DE)\has been hit with a multimillion-dollar lawsuit filed by a\paraplegic who says the automaker's heated car seats caused him\a severe burn injury.""";;;;;;;;;
"4,""No regrets on Hubble repairs, departing NASA chief says"",""CAPE CANAVERAL, FLA. - NASA #39";;;;;;;;;
"2,""Mourinho gets his wish"",""Chelsea said today they will not fear Barcelona after drawing the Spanish league leaders in the last 16 of the Champions League. Jose Mourinho got his wish of landing """;;;;;;;;;
"2,""Coulthard Gets 1 Year F1 Career Extension from Red Bull"",""In a highly anticipated move, Red Bull Racing announced today that it has signed David Coulthard to a one-year contract. Coulthard, by no means a spring chicken as far as F1 goes, is lucky to have gotten this """;;;;;;;;;
"2,""New Ole Miss coach says bad behavior in the past"",""New Mississippi coach Ed Orgeron was charged with repeated domestic violence more than a decade ago when he was an assistant at Miami, according to records obtained Friday by The Associated Press.""";;;;;;;;;
"2,""Reliever Alfonseca signs with Marlins"",""Free-agent reliever Antonio Alfonseca signed a one-year contract Friday to rejoin his former team, the Florida Marlins, who revised their offer when a routine physical disclosed a herniated disc in the right-hander #39";;;;;;;;;
"2,""Hoosiers hire Hoeppner (tops)"",""BLOOMINGTON, Ind. Indiana has named native son Terry Hoeppner (HEHP #39";;;;;;;;;
"1,""Five killed and three missing as Gaza smugglers #39";;;;;;;;;
"1,""SIX KILLED AS STORM LASHES FRANCE"",""Hurricane-strength winds have lashed Paris and large areas of northern and eastern France, leaving six dead and cutting power to hundreds of thousands of homes.""";;;;;;;;;
"3,""Population decline? It's the economy, stupid"",""In the year that ended June 30, 2004, Massachusetts was the only state in the country that lost population -- 3,852 people to be exact. So here is my question: Are we Sweden or North Dakota?""";;;;;;;;;
"2,""Turf Toe Injury Sidelines Titans' Brown (AP)"",""AP - Tennessee running back Chris Brown will not play Sunday against the Oakland Raiders because of a turf toe injury.""";;;;;;;;;
"2,""NBA-All-Star Carter Joins Nets in Six-Player Trade (Reuters)"",""Reuters - The Toronto Raptors dealt four-times""";;;;;;;;;
"1,""BSNL, MTNL to launch high-speed Internet (Reuters)"",""Reuters - India's two state-run telephone companies will start high-speed Internet services from Jan. 15 at about a sixth of the prevailing prices, a government statement said on Friday.""";;;;;;;;;
"3,""Rupert Murdoch pays a sky-high 22m for Fifth Avenue penthouse &lt";;;;;;;;;
"2,""Lions Sign Bubin From Jags' Practice Squad (AP)"",""AP - The Detroit Lions signed rookie offensive line Sean Bubin from Jacksonville's practice squad on Friday.""";;;;;;;;;
"4,""Cisco \$12M Tokyo research center"",""The Tokyo facility will open in February, 2005, representing an initial \$12 million investment over the next five years to study Internet Protocol-based networking technologies, including routers and Cisco IOS and IOS XR software, says the company.""";;;;;;;;;
"4,""No Regrets, Says Departing NASA Boss"",""CAPE CANAVERAL, Fla. - NASA #39";;;;;;;;;
"4,""Peter Wood"",""The enterprise is magnificent. If the information age could have an equivalent to building the Great Pyramid, this is it. Google plans to digitize Harvard #39";;;;;;;;;
"2,""Vince Carter dealt to Nets"",""The Toronto Raptors agreed Friday to trade Vince Carter to New Jersey Friday for three players and two draft picks. The NBA, however, must make sure the trade fits under the league #39";;;;;;;;;
"2,""Recchi, mates shocked at NHL dismissal of union #39";;;;;;;;;
"2,""Hoeppner new coach at Indiana"",""Hoeppner has been the coach at Miami (Ohio) since 1999 and was an assistant at the school for 13 years before that.  quot";;;;;;;;;
"1,""Anti-terror ruling: Your reaction"",""Nine law lords have ruled that legislation allowing foreign nationals suspected of terrorism to be locked up indefinitely and without trial, contravenes human rights laws.""";;;;;;;;;
"1,""'Car bomb attack' kills 12 Iraqis"",""At least 12 Iraqis, 11 of them National Guardsmen, are killed in a car bomb explosion, the US military says.""";;;;;;;;;
"1,""Sharon strikes coalition deal with Labor"",""On a day Israeli forces attacked targets in Gaza, Prime Minister Ariel Sharon reached agreement with the Labor Party on a national unity government -- strengthening his plan to disengage from the Palestinians.""";;;;;;;;;
"1,""Cuba counters US Christmas lights with anti-war banners"",""Just in time for the holidays, the US-Cuba propaganda war heated up Friday when Cuban authorities tacked up a huge banner outside America #39";;;;;;;;;
"1,""Officials warn of Darfur ticking time bomb"",""African authorities are warning of a further disaster in Darfur as massive quantities of arms and ammunition pour into the region.""";;;;;;;;;
"3,""Pfizer's Celebrex Lifts Heart Attack Risk in Trial (Reuters)"",""Reuters - Pfizer Inc. on Friday said its popular\Celebrex arthritis drug more than doubled the risk of heart\attack in a large cancer-prevention trial, a setback that comes\just weeks after Merck   Co. recalled its similar Vioxx drug\due to heart safety risks.""";;;;;;;;;
"3,""CELEBREX UNDER MICROSCOPE"",""US drug giant Pfizer has said a trial had found a sharp rise in heart attacks for patients using its Celebrex arthritis and pain medicine but it would not immediately withdraw the treatment.""";;;;;;;;;
"3,""Yukos sale: Russia defies US"",""American courts came into direct conflict with Russia yesterday, after Russia insisted it would push on with plans to sell off the main chunk of stricken oil giant Yukos """;;;;;;;;;
"3,""Japan #39";;;;;;;;;
"1,""Cuban Authorities Retaliate Against US Christmas Display"",""Cuban authorities have erected a huge poster across from the US Interests Section in Havana that depicts US soldiers abusing prisoners in Iraq.""";;;;;;;;;
"1,""Renewed fighting in Darfur inevitable, says African Union"","" quot";;;;;;;;;
"1,""South Korea and Japan urge Pyongyang to resume nuclear talks"",""Leaders of Japan and South Korea have jointly urged North Korea to return to talks aimed at ending its nuclear weapons program. They agreed that imposing economic sanctions now on Pyongyang would thwart such efforts.""";;;;;;;;;
"1,""Bosnian Serb leader resigns"",""The prime minister of the Bosnian Serb-run half of Bosnia Herzegovina resigned yesterday, a day after international sanctions were imposed for the failure to arrest and hand over war-crimes suspects to the UN tribunal.""";;;;;;;;;
"1,""Bush Signs Intelligence Overhaul Bill (AP)"",""AP - President Bush on Friday signed the largest overhaul of U.S. intelligence-gathering in a half century, aiming to transform a system designed for Cold War threats so it can deal effectively with the post-Sept. 11 scourge of terrorism.""";;;;;;;;;
"1,""Colombia Says Rebel Leader May Avoid Extradition"","" BOGOTA, Colombia (Reuters) - Colombia said on Friday that a  top Marxist guerrilla leader may avoid extradition to the  United States if his rebel group frees 63 hostages, including  three Americans and one German.""";;;;;;;;;
"3,""Banks Drop Support of Bid for Russian Oil Giant #39";;;;;;;;;
"3,""Aviation Fight Mirrors Larger French-German Rivalry"",""In the global aerospace race, Europe has stolen a march on the United States, winning a flurry of contracts for Airbus planes and developing a new midsize jet to compete with Boeing.""";;;;;;;;;
"3,""Third AstraZeneca drug found wanting"",""AstraZeneca faced its third major setback in as many months yesterday after clinical trials dashed expectations that its lung cancer drug Iressa would develop into a blockbuster product that would dominate treatment around the world.""";;;;;;;;;
"4,""Microsoft Spyware Acquisition Hits Ownership Snag"",""Microsoft #39";;;;;;;;;
"2,""Three-team baseball trade still unresolved"",""If this gets done, the New York Yankees will greatly upgrade their rotation - if this gets done. The Yankees continued discussions Friday with the Dodgers """;;;;;;;;;
"1,""Turkish PM returns home to hero #39";;;;;;;;;
"1,""U.S. Soldier, Afghan Killed in Gunfight (AP)"",""AP - A U.S. soldier was killed during fighting in western Afghanistan that also left an Afghan dead on Sunday.""";;;;;;;;;
"4,""Halo 2: The surprising anticlimax"",""Unlike the original game, Halo 2 doesn #39";;;;;;;;;
"1,""Palestinian Leader Contests Annexing Talk (AP)"",""AP - Palestinian leader Mahmoud Abbas, the leading contender to succeed Yasser Arafat, said Friday that Israeli Prime Minister Ariel Sharon's hope of annexing West Bank settlements and keeping all of Jerusalem in a final peace deal is a disaster that could torpedo efforts to restart peace talks.""";;;;;;;;;
"2,""Giants re-sign Christiansen"",""Giants left-handed reliever Jason Christiansen, who created a mild controversy last season when he taped a hand-lettered sign complaining he #39";;;;;;;;;
"1,""Japan puts off royal wedding announcement after family death (AFP)"",""AFP - Japan put on hold the long-awaited announcement that Princess Sayako would become the last of the emperor's children to marry after the oldest royal, Princess Kikuko, died at age 92.""";;;;;;;;;
"1,""Bush Ordering Better Ocean Oversight (AP)"",""AP - President Bush is creating a White House committee to oversee the nation's ocean policies, with plans to improve research, manage fisheries better and regulate pollution caused by boats.""";;;;;;;;;
"4,""Cisco to open Tokyo R amp";;;;;;;;;
"2,""Vince Carter traded to Nets"",""The New Jersey Nets have acquired five-time NBA All-Star guard/forward Vince Carter from the Toronto Raptors in exchange for center Alonzo Mourning, center/forward Aaron Williams, forward Eric Williams and two first round draft picks, Nets President Rod """;;;;;;;;;
"2,""Boxer Floyd Mayweather Jr. misses trial";;;;;;;;;
"2,""Physical may stall deal for Alfonseca"",""Antonio Alfonseca #39";;;;;;;;;
"1,""UN heads towards 60th year with big plans, big problems"",""UNITED NATIONS, (AFP) - The United Nations turns 60 in 2005 after a bruising year that has seen the organisation battered and demoralised by a string of scandals that have damaged the UN #39";;;;;;;;;
"1,""Sudanese gov #39";;;;;;;;;
"3,""Consumer prices in US edge higher"",""which jumped steeply the previous month - increased only modestly, official figures showed yesterday. Inflation """;;;;;;;;;
"2,""Pacers Edge Raptors, 89-86 (AP)"",""AP - Jamaal Tinsley scored 17 of his 22 points in the second half to lead the Indiana Pacers to an 89-86 victory over the Toronto Raptors, who traded All Star Vince Carter to New Jersey earlier Friday.""";;;;;;;;;
"1,""Probe questions account given by British former home secretary in visa row (AFP)"",""AFP - An official inquiry will show that former British home secretary David Blunkett originally gave a misleading account in the case of a visa application for his former lover's nanny, a newspaper said.""";;;;;;;;;
"2,""Warriors' Dunleavy Misses Game vs. Rockets (AP)"",""AP - Golden State forward Mike Dunleavy missed the Warriors' game against the Houston Rockets on Friday night with a bruised lower left leg.""";;;;;;;;;
"4,""Category: SpeakersMics"",""iMac, eMac, iBook, PowerBook, Power Mac and iPod compatible, with easy plug and play set up and convenient touch controls, Creature takes multimedia sound to another dimension.""";;;;;;;;;
"2,""Van Nistelrooy set for scan"",""BEIJING, Dec. 16 -- Manchester United striker Ruud van Nistelrooy is set to have a scan in a bid to try to find the root cause of his calf problem.""";;;;;;;;;
"4,""Calif. Launches  #36";;;;;;;;;
"4,""Calif. Quake Data Bringing New Insights (AP)"",""AP - An unprecedented amount of data from a major Central California earthquake is generating new insight into how and where quakes strike, but hasn't improved scientists' ability to predict them.""";;;;;;;;;
"4,""U.S., Europe at Odds on Emissions Controls (AP)"",""AP - Negotiators worked into the final night of a two-week U.N. conference Friday in search of a way to bring the United States back into long-term talks on controlling global warming. Argentine organizers said they were optimistic about a compromise.""";;;;;;;;;
"1,""Baby cut from mother's womb"",""A baby believed to have been cut from her murdered mother's womb is found alive in the US.""";;;;;;;;;
"1,""Aviation Fight Mirrors Larger French-German Rivalry"",""The European Aeronautic Defense and Space Company, or EADS, is scrambling to quell an internal squabble that could increase tensions between French and German shareholders.""";;;;;;;;;
"4,""Vitual Flowers"",""\\This is cool.\\Hotornot just added a new feature to send a """"virtual flower"""".  For \$2 (or so)\you can send a flower to a girl who you haven't yet met.\\I love it!  Awesome!\\\(16:44:01) metameta8080: dude, what a waste of money\\(16:44:15) metameta8080: virtual flowers are FREE\\(16:44:50) metameta8080: I will start an open source service for sending W3C\compliant virtual flowers, which are licenced under the creative commons.\\\""";;;;;;;;;
"2,""Harris Heads for Stanford on Losing Note (AP)"",""AP - Walt Harris definitely improved Pittsburgh football, just not enough to get the Panthers to the elite level.""";;;;;;;;;
"3,""FDA urged to drop fish mercury level"",""Researchers are urging the US Food and Drug Administration to lower the mercury level in commercial fish. In a study on canned fish published in this month #39";;;;;;;;;
"3,""Murdoch bids \$44m for flat"",""THE billionaire media mogul Rupert Murdoch has offered to buy a three-storey penthouse in Manhattan for a record \$44 million (21.6 million).""";;;;;;;;;
"3,""IHG sells 13 North American hotels"",""InterContinental Hotels Group passed another milestone in its wide-ranging asset disposal programme yesterday when it sold 13 of its North American properties for \$425m (220m).""";;;;;;;;;
"4,""Microsoft Takes Another Stab at Web on TV (washingtonpost.com)"",""washingtonpost.com - If a reputable company sold a dirt-cheap machine that provided blissfully simple and virus-free Internet access, you might expect to see crowds of customers rushing into stores, credit cards in hand.""";;;;;;;;;
"2,""Star footballer #39";;;;;;;;;
"2,""Dodgers would move Green, Penny to D-Backs"",""Randy Johnson is on the verge of being traded to the Yankees as part of a three-way deal that also would include the Dodgers. A source confirmed for ESPN that the teams are close to agreement on the principal """;;;;;;;;;
"2,""NFL notes: Janikowski finalizes extension with Raiders"",""Raiders: Sebastian Janikowski finalized a \$10.5 million, five-year contract extension with the Oakland Raiders that makes him the highest paid placekicker in the NFL.""";;;;;;;;;
"1,""Deadline issued over Sudan  #39";;;;;;;;;
"1,""Japan, US agree to cooperate on new missile defense"",""Japan and the US yesterday agreed to boost cooperation in their missile defense programs -- an important first step in carrying out new defense guidelines that ease Tokyo #39";;;;;;;;;
"1,""Bosnian Serb Premier Quits, Criticizing West"",""The leader of the Bosnian Serb government, Dragan Mikerevic, resigned Friday to protest what he described as unconstitutional interference in his government #39";;;;;;;;;
"3,""US court move fuels the mixture"",""The US ruling to block the sale of the mainproduction asset of Yukos injected fresh intrigue into the demise of Russia #39";;;;;;;;;
"3,""United pilots #39";;;;;;;;;
"4,""Sean O #39";;;;;;;;;
"4,""Intel hires HP Itanium processor design team"",""Intel is to hire HP #39";;;;;;;;;
"2,""Randy Johnson headed to Yankees?"",""He #39";;;;;;;;;
"2,""Epstein brushes aside Pedro rips"",""Over the last couple of days, former Red Sox ace Pedro Martinez certainly laid the groundwork for what could have been a pretty engaging war of words with his ex-employers.""";;;;;;;;;
"1,""Suspects try for freedom after terror ruling by law lords"",""LAWYERS acting for 12 foreign terror suspects detained without trial will try to get them released on bail within the month after the ruling by the law lords that holding them is unlawful.""";;;;;;;;;
"1,""US, Europe at Odds on Emissions Controls"",""Negotiators worked through the final day of a two-week UN conference Friday in search of a way to bring the United States back into long-term talks on controlling global warming.""";;;;;;;;;
"2,""Cardinals, King Agree to Contract Terms (AP)"",""AP - The St. Louis Cardinals agreed to terms on a two-year contract with left-handed reliever Ray King on Friday.""";;;;;;;;;
"2,""Sox reach agreement with Clement"",""The Red Sox have reached agreement with free agent pitcher Matt Clement yesterday on a three-year deal that will pay him around \$25 million, his agent confirmed yesterday.""";;;;;;;;;
"2,""Wait a minute"",""MIAMI The Miami Dolphins are putting their courtship of LSU coach Nick Saban on hold. A team source tells The Associated Press that they want to comply with the NFL #39";;;;;;;;;
"2,""Amid a Whirlwind of Change, Martnez Returns to His Roots"",""Less than 24 hours after Pedro Martnez stood inside Shea Stadium for his introduction as the Mets' newest pitcher, he was on an island in the Caribbean Sea.""";;;;;;;;;
"2,""Long Climb Pays Off for Jets' Linebacker"",""Mark Brown has gone from the practice squad to the starting lineup in a little more than a year.""";;;;;;;;;
"2,""Same Old Story: Yankees Sour on a Younger Pitcher"",""Javier Vazquez was supposed to be the impressive pitcher the Yankees would use as a linchpin in their rotation for any number of seasons.""";;;;;;;;;
"3,""Russia Pursues Contested Yukos Sale"",""Description: Russian officials make it clear they plan to proceed with an auction of oil company Yukos #39";;;;;;;;;
"3,""AZ suspends marketing of cancer drug"",""AstraZeneca, the Anglo-Swedish pharmaceutical group, suffered another setback when it suspended marketing of Iressa, a lung cancer drug launched this year.""";;;;;;;;;
"2,""Undermanned Pacers trim Raptors"",""CBC SPORTS ONLINE - If Eric Williams and Aaron Williams are tough on the boards and have a magic potion to win on the road, they #39";;;;;;;;;
"1,""Court leaves UK terror laws in tatters"",""A scathing judgment from the UK #39";;;;;;;;;
"2,""ACC Is Leagues Ahead"",""From top to bottom ACC play, which will begin Sunday with two games, could be even more competitive than originally thought.""";;;;;;;;;
"2,""Parking Fees May Help"",""A plan to raise \$100 million by charging for parking near a new stadium is one of the top proposals in the city's bid to find private money to finance the ballpark.""";;;;;;;;;
"2,""Suns Tops in West"",""Using what he learned from Italy's pro league, Mike D'Antoni has installed a run-and-gun offense that has Phoenix trampling opponents.""";;;;;;;;;
"2,""Changes Made to RPI"",""The NCAA Division I men's basketball committee is changing the way it calculates the Ratings Percentage Index, giving more weight to playing and winning games on the road.""";;;;;;;;;
"2,""'Unit' Deal Unresolved"",""The Yankees, Diamondbacks and Dodgers are still working to complete a deal that would put Randy Johnson in pinstripes, send Shawn Green to Arizona and land Javy Vazquez in Los Angeles.""";;;;;;;;;
"2,""McNair's Season Over"",""Titans quarterback Steve McNair will undergo surgery to strengthen his bruised sternum and will miss the final three games of the year.""";;;;;;;;;
"3,""Consumer Prices Calm Down in November (AP)"",""AP - Consumer prices calmed down in November, helped by smaller increases in energy and food. That means the Federal Reserve probably will continue raising interest rates only gradually to keep inflation under control.""";;;;;;;;;
"3,""Pricey Trials Turn Up Few New Blockbusters"",""The \$500 billion drug industry is stumbling badly in its core business of finding new medicines, while aggressively marketing existing drugs.""";;;;;;;;;
"3,""UPDATE 1-US concerned about UAL/pilots deal on pension plan"",""The US agency that insures corporate pensions is troubled by provisions in a \$180 million concession deal between pilots and United Airlines (UALAQ.""";;;;;;;;;
"4,""U.S. Wireless Use Behind Rest of World (AP)"",""AP - On a trip on the Tokyo subway last year, almost everyone ignored the young man talking on one wireless phone, messaging with another and juggling a third.""";;;;;;;;;
"4,""New IE Exploit Spoofs Web Sites (Ziff Davis)"",""Ziff Davis - Security researchers have uncovered a spoofing flaw in Internet Explorer that could allow a scammer to display a fake Web site with all the attributes of a genuine, secure site.""";;;;;;;;;
"2,""Cardinals reach deal with King"",""The St. Louis Cardinals agreed to terms on a two-year contract with left-handed reliever Ray King on Friday. The deal also has a club option in 2007, but no financial terms were disclosed.""";;;;;;;;;
"2,""Timberwolves Crush the Clippers 113-86 (AP)"",""AP - Wally Szczerbiak scored a season-high 29 points, including 11 in the third quarter, and the Minnesota Timberwolves defeated the Los Angeles Clippers 113-86 on Friday night.""";;;;;;;;;
"1,""Thailand: Origami Politics Wont Do"",""In southern Thailand where unemployment is high, thousands of people have been spending the past couple of weeks collecting paper cranes fired at their villages and towns from the air.""";;;;;;;;;
"4,""NASA Retires Historic B-52 'Mothership' (AP)"",""AP - NASA on Friday retired the B-52B jet that served as the """"mothership"""" for a half-century of flight research projects ranging from the X-15 rocket planes of the 1960s to the X-43A hypersonic jet that flew at nearly 10 times the speed of sound last month.""";;;;;;;;;
"1,""EU-Turkey Deal Hailed as a Bridge Builder"","" BRUSSELS (Reuters) - The EU's historic deal with Turkey to  open entry talks with the vast Muslim country was hailed by  supporters as a bridge builder between Europe and the Islamic  world.""";;;;;;;;;
"1,""Taiwan Says China Setting Out Legal Basis to Attack"","" TAIPEI (Reuters) - Taiwan condemned China's proposed  anti-secession law on Saturday, calling it a move to establish  a legal basis to attack the island.""";;;;;;;;;
"1,""In Congo War, Even Peacekeepers Add to Horror"",""Local women in Congo have accused U.N. soldiers of sexually assaulting them, using money and treats as lures.""";;;;;;;;;
"1,""A Brush With China's Twilight Zone"",""The government struggles to adapt its old methods of social control to the challenge of maintaining authority over a society seeking greater freedoms.""";;;;;;;;;
"1,""Home Turf Shaky For Ukraine Premier"",""As Yanukovych campaigned in his own stronghold of eastern Ukraine Friday, the presence of opposition supporters and the color of the """"Orange Revolution"""" were evidence of the changed political landscape.""";;;;;;;;;
"1,""Russia Plans to Proceed With Yukos Oil Auction"",""MOSCOW, Dec. 17 -- Russia pledged Friday to  ignore a U.S. court ban on the looming auction of oil giant Yukos' key production unit, while a consortium of Western banks reportedly put on hold billions of dollars in credit for the state-run Russian gas company that was expected to buy the unit.""";;;;;;;;;
"1,""U.N. Forces Ex-Soldiers From Aristide Home"",""U.N. peacekeepers detonated an explosive device to force their way into the former residence of ousted President Jean-Bertrand Aristide and persuaded a group of ex-soldiers to leave unarmed, ending a two-day standoff.""";;;;;;;;;
"4,""The Glitch  That Stole Holiday Buys"",""Online shoppers intent on skipping long lines and clogged parking lots at the mall are discovering a different kind of traffic problem this holiday season: overcrowded Web sites that are cracking under the pressure.  &lt";;;;;;;;;
"1,""Europe Bloc Says Turks Can Apply"",""European Union leaders said Turkey could join its ranks as soon as 10 years from now, but warned that it must overcome opposition to a Muslim country's entering the European fold.""";;;;;;;;;
"4,""New IE hole could perfect phishing scams"",""A newly reported security problem in Microsoft's Internet Explorer (IE) Web browser allows attackers to create a fake Web site that looks exactly like a genuine site.""";;;;;;;;;
"4,""Analysis: PeopleSoft users speak out about Oracle takeover"",""The great debate over the impact of Oracle's hostile takeover of PeopleSoft has all the big industry analyst organizations weighing in. However, in most of the analysis one group's opinion seems to have been overlooked: that of PeopleSoft users.""";;;;;;;;;
"2,""Duncan Leads Spurs Past Hornets 83-69 (AP)"",""AP - Tim Duncan had 19 points and 12 rebounds to lead the San Antonio Spurs to their third straight victory, 83-69 over the New Orleans Hornets on Friday night.""";;;;;;;;;
"2,""Yanks Still Working On Deal for Johnson"",""The New York Yankees, Arizona Diamondbacks and Los Angeles Dodgers spent yesterday trying to put the finishing touches on the megadeal that would move all-stars Randy Johnson, Shawn Green and Javier Vazquez.""";;;;;;;;;
"2,""Celtics hold off charging Jazz"",""BOSTON (Ticker) -- Gary Payton #39";;;;;;;;;
"1,""Ex-soldiers occupying Aristide #39";;;;;;;;;
"4,""iPod User #146";;;;;;;;;
"3,""A Tenuous Hold on Middle Class"",""Even as African Americans and other minorities have made economic progress in the last 40 years, many of those reaching the middle-income rung are finding it a hollow promise.""";;;;;;;;;
"3,""Bush's Economic Vision"",""The president's plan to partially privatize Social Security probably won't adversely impact financial markets, even if the program entails hundreds of billions of dollars in debt, Treasury Secretary John W. Snow said Friday.""";;;;;;;;;
"3,""Pension Agency Wary of UAL Deal"",""United Airlines parent UAL Corp. and leaders of its pilots union have agreed on a deal under which the pilots will not oppose termination of their pension plan but will receive a \$550 million note convertible into company stock when the airline emerges from bankruptcy protection.""";;;;;;;;;
"3,""Celebrex Trial Halted"",""A clinical trial of the blockbuster arthritis drug Celebrex was shut down Friday after researchers found an increase in the risk of serious heart disease and strokes in those taking the drug.""";;;;;;;;;
"1,""Bosnian Serb Prime Minister Resigns (AP)"",""AP - The prime minister of the Bosnian Serb-run half of the country resigned Friday, a day after the U.S. government and Bosnia's top international administrator sanctioned Bosnian Serbs for failing to arrest and hand over war crimes suspects to the U.N. tribunal.""";;;;;;;;;
"2,""Wade Leads Heat Past the Nuggets 107-100 (AP)"",""AP - Dwyane Wade scored 25 points and Shaquille O'Neal 20 to help the Miami Heat win their seventh straight game, 107-100 Friday night over the Denver Nuggets  #151";;;;;;;;;
"1,""Minn. Woman, Husband Acquitted in Mexico (AP)"",""AP - An American woman and her Mexican husband who said they were tortured by police and forced to confess to killing a Mexican girl were acquitted Friday of the murder charges.""";;;;;;;;;
